420,1548,1,25000,48,6,125,0,31000,11625.1,645.83,1,1/1/2015 0:00,1/1/2015 0:00
422,1586,1,6000,48,6,30,0,7440,3466.01,155,1,1/1/2015 0:00,1/1/2015 0:00
423,1615,1,7600,48,6,38,0,9424,1232.55,196.33,1,1/1/2015 0:00,1/1/2015 0:00
424,1672,1,14600,60,6,73,1217.19,18980,17394.2,317.16,1,1/1/2015 0:00,1/1/2015 0:00
425,1788,1,7000,48,6,35,0,8680,4701.74,180.83,1,1/1/2015 0:00,1/1/2015 0:00
426,1886,1,6500,48,6,32.5,0,8060,4572.68,167.92,1,1/1/2015 0:00,1/1/2015 0:00
429,1966,1,7000,48,6,35,0,8680,5248.73,180.33,1,1/1/2015 0:00,1/1/2015 0:00
431,1995,1,6000,48,6,30,0,7440,2480,155,1,1/1/2015 0:00,1/1/2015 0:00
432,1998,1,7000,36,6,35,0,8060,2021.91,224.75,1,1/1/2015 0:00,1/1/2015 0:00
433,2021,1,7000,48,6,35,0,8680,5063.36,180.83,1,1/1/2015 0:00,1/1/2015 0:00
435,2102,1,9000,48,6,45,0,11160,3022.5,232.5,1,1/1/2015 0:00,1/1/2015 0:00
436,2175,1,7000,48,6,35,0,8680,6148.38,180.83,1,1/1/2015 0:00,1/1/2015 0:00
438,2210,1,7000,48,6,35,0,8680,5605.89,180.83,1,1/1/2015 0:00,1/1/2015 0:00
440,2288,1,8000,48,6,40,570.4,9920,8723.74,207.71,1,1/1/2015 0:00,1/1/2015 0:00
443,2327,1,10000,60,6,50,412.88,13000,11218.48,223.55,1,1/1/2015 0:00,1/1/2015 0:00
444,2341,1,6000,48,6,30,0,7440,4420,155,1,1/1/2015 0:00,1/1/2015 0:00
446,2359,1,10000,60,6,50,334.61,13000,12397.53,217.49,1,1/1/2015 0:00,1/1/2015 0:00
447,2362,1,7000,48,6,35,0,8680,4623.74,180.83,1,1/1/2015 0:00,1/1/2015 0:00
448,2408,1,6500,48,6,32.5,0,8060,5708.76,167.92,1,1/1/2015 0:00,1/1/2015 0:00
450,2442,1,10000,48,6,50,428.42,12400,10270.85,267.26,1,1/1/2015 0:00,1/1/2015 0:00
451,2460,1,7000,36,6,35,0,8260,5645.1,229.44,1,1/1/2015 0:00,1/1/2015 0:00
453,2462,1,7000,48,6,35,0,8680,5786.72,180.83,1,1/1/2015 0:00,1/1/2015 0:00
454,2463,1,5000,60,6,25,96.14,6500,5894.98,109.17,1,1/1/2015 0:00,1/1/2015 0:00
455,2482,1,10000,60,6,50,833.69,13000,11962.5,217.5,1,1/1/2015 0:00,1/1/2015 0:00
456,2486,1,7000,48,6,30,0,8680,4855.25,180.83,1,1/1/2015 0:00,1/1/2015 0:00
457,2579,1,6000,30,6,30,276.9,7080,5861.96,148.06,1,1/1/2015 0:00,1/1/2015 0:00
458,2580,1,10000,60,6,50,746.59,13000,11502.62,229.94,1,1/1/2015 0:00,1/1/2015 0:00
460,2582,1,8600,60,6,43,319.97,11180,10294.15,187.17,1,1/1/2015 0:00,1/1/2015 0:00
461,2583,1,8600,60,6,43,393.2,11180,10294.15,187.17,1,1/1/2015 0:00,1/1/2015 0:00
462,2584,1,7000,48,6,35,0,8680,6510.04,180.83,1,1/1/2015 0:00,1/1/2015 0:00
463,2585,1,8000,60,6,40,172.02,10400,9780.02,103.33,1,1/1/2015 0:00,1/1/2015 0:00
464,2587,1,7000,48,6,35,0,8680,6871.7,180.83,1,1/1/2015 0:00,1/1/2015 0:00
466,2589,1,9000,60,6,45,371.59,11700,10574.96,195.84,1,1/1/2015 0:00,1/1/2015 0:00
467,2591,1,6000,24,6,30,0,6720,4583.28,280,1,1/1/2015 0:00,1/1/2015 0:00
468,2592,1,13600,60,6,68,756.35,17680,17421.67,258.33,1,1/1/2015 0:00,1/1/2015 0:00
469,2593,1,7000,48,6,35,0,8680,5244.23,180.83,1,1/1/2015 0:00,1/1/2015 0:00
470,2663,1,0, -   ,6, -   ,0,0,0,458,1,1/1/2015 0:00,1/1/2015 0:00
